5.559700000000000000e+04,4.742901921239804919e-01
5.559800000000000000e+04,2.710512952890485883e-01
5.559900000000000000e+04,2.745488475596763456e-01
5.560000000000000000e+04,4.189560918802721079e-01
5.560100000000000000e+04,4.224504716899725731e-01
5.560300000000000000e+04,4.177247327379519093e-01
5.560400000000000000e+04,2.530320251941482468e-01
5.560500000000000000e+04,4.198126520481753610e-01
5.560600000000000000e+04,2.936711598241573684e-01
5.560700000000000000e+04,2.359776899839493847e-01
5.560800000000000000e+04,2.359596100716913336e-01
5.560900000000000000e+04,4.254109096861012906e-01
5.561000000000000000e+04,3.776432576483408354e-01
5.561100000000000000e+04,2.622139408499256086e-01
5.561200000000000000e+04,3.278252468524267549e-01
5.561300000000000000e+04,4.226200723497053890e-01
5.561400000000000000e+04,3.022873997436789084e-01
5.561500000000000000e+04,3.909494414562225684e-01
5.561600000000000000e+04,3.047279998565055603e-01
5.561700000000000000e+04,2.319088885353281226e-01
5.561800000000000000e+04,2.728137204238944569e-01
5.561900000000000000e+04,2.359596100716913336e-01
5.562000000000000000e+04,2.392780494057701046e-01
5.562100000000000000e+04,2.359596100716913336e-01
5.562200000000000000e+04,3.899201569867941641e-01
5.562300000000000000e+04,2.933102131550591185e-01
5.562400000000000000e+04,2.521422982891799447e-01
5.562500000000000000e+04,2.310882783059866330e-01
5.562700000000000000e+04,4.025203502787463306e-01
5.562800000000000000e+04,3.922274140462058134e-01
5.563000000000000000e+04,3.889154077754997663e-01
5.563100000000000000e+04,2.401186600976537300e-01
5.563200000000000000e+04,2.458955944763612789e-01
5.563300000000000000e+04,2.368103154834440283e-01
5.563400000000000000e+04,4.309557529082507776e-01
5.563500000000000000e+04,2.571422410301535955e-01
5.563600000000000000e+04,5.437185405171270913e-01
5.563800000000000000e+04,4.333586746482617769e-01
5.563900000000000000e+04,2.527038770516745192e-01
5.564000000000000000e+04,2.409796308057698122e-01
5.564200000000000000e+04,2.374305022086655448e-01
5.564300000000000000e+04,3.913800256470344463e-01
5.564400000000000000e+04,4.010322358168504353e-01
5.564500000000000000e+04,3.832556632283284359e-01
5.564600000000000000e+04,2.540603417067355818e-01
5.564800000000000000e+04,2.360185956926612594e-01
5.564900000000000000e+04,3.859036776029220461e-01
5.565300000000000000e+04,2.619918613301171484e-01
5.565800000000000000e+04,2.562486555358181040e-01
5.566600000000000000e+04,2.549545294049347377e-01
5.566700000000000000e+04,3.358838921831252544e-01
5.566800000000000000e+04,2.368103154834440283e-01
5.567200000000000000e+04,2.613810435085562323e-01
5.567800000000000000e+04,2.433951462760699791e-01
5.568000000000000000e+04,2.351290541396433564e-01
5.568100000000000000e+04,2.710512952890485883e-01
5.568400000000000000e+04,2.409796308057698122e-01
5.568900000000000000e+04,2.521422982891799447e-01
5.569000000000000000e+04,2.543558405392576383e-01
5.569100000000000000e+04,2.369747587031784952e-01
5.569200000000000000e+04,5.195361906268242125e-01
5.569600000000000000e+04,2.389777474513468669e-01
5.569800000000000000e+04,2.517871834709063394e-01
5.569900000000000000e+04,2.536580884658176105e-01
5.570200000000000000e+04,2.458278789116193352e-01
5.570400000000000000e+04,2.310882783059866330e-01
5.570500000000000000e+04,2.596861535477561489e-01
5.570800000000000000e+04,2.543558405392576383e-01
5.571000000000000000e+04,3.285967833049439624e-01
5.571200000000000000e+04,2.392780494057701046e-01
5.571400000000000000e+04,2.351290541396433564e-01
5.571500000000000000e+04,2.498339549241491153e-01
5.571700000000000000e+04,2.685027755223157730e-01
5.571800000000000000e+04,2.359596100716913336e-01
5.572000000000000000e+04,2.360185956926612594e-01
5.572100000000000000e+04,2.362454005024491044e-01
5.572200000000000000e+04,2.727083616303629943e-01
5.572800000000000000e+04,2.685748480456377485e-01
5.572900000000000000e+04,2.753557191342648758e-01
5.573000000000000000e+04,2.368103154834440283e-01
5.573100000000000000e+04,2.548590034463615317e-01
5.573200000000000000e+04,2.686358513401810311e-01
5.573300000000000000e+04,2.540603417067355818e-01
5.573400000000000000e+04,2.854923879719482582e-01
5.573800000000000000e+04,2.685748480456377485e-01
5.573900000000000000e+04,3.621956979367278451e-01
5.574300000000000000e+04,2.655213534426922317e-01
5.574400000000000000e+04,2.368103154834440283e-01
5.574500000000000000e+04,3.699557406136629312e-01
5.574600000000000000e+04,2.536580884658176105e-01
5.574700000000000000e+04,2.378387580733150319e-01
5.575000000000000000e+04,2.450484368376974476e-01
5.575500000000000000e+04,2.359596100716913336e-01
5.575600000000000000e+04,2.854923879719482582e-01
5.575700000000000000e+04,2.952932894743189873e-01
5.575800000000000000e+04,2.735694617500321613e-01
5.575900000000000000e+04,2.343050435567607670e-01
5.576600000000000000e+04,2.765689753208014912e-01
5.576900000000000000e+04,2.543558405392576383e-01
5.577000000000000000e+04,2.359596100716913336e-01
5.577100000000000000e+04,2.536580884658176105e-01
5.577600000000000000e+04,2.438236799476836691e-01
5.577700000000000000e+04,3.602733497231945803e-01
5.578000000000000000e+04,2.762191937904096006e-01
5.578200000000000000e+04,2.745488475596763456e-01
5.578300000000000000e+04,2.964618924464809124e-01
5.578400000000000000e+04,2.726557849143924628e-01
5.578500000000000000e+04,2.368103154834440283e-01
5.578600000000000000e+04,2.698702009229743126e-01
5.578700000000000000e+04,2.805395934811356629e-01
5.578900000000000000e+04,2.359596100716913336e-01
5.579000000000000000e+04,2.368103154834440283e-01
5.579100000000000000e+04,3.651684184657442156e-01
5.580100000000000000e+04,2.745488475596763456e-01
5.580400000000000000e+04,2.498339549241491153e-01
5.580700000000000000e+04,2.521422982891799447e-01
5.581300000000000000e+04,2.359596100716913336e-01
5.581700000000000000e+04,2.369855053595785466e-01
5.581800000000000000e+04,2.359596100716913336e-01
5.581900000000000000e+04,2.836624385026326745e-01
5.582000000000000000e+04,2.976569554202684875e-01
5.582200000000000000e+04,3.820038403113380499e-01
5.582300000000000000e+04,2.536580884658176105e-01
5.582500000000000000e+04,2.368103154834440283e-01
5.582700000000000000e+04,2.536005100801280165e-01
5.582800000000000000e+04,3.219868539740355362e-01
5.582900000000000000e+04,2.956671013483179178e-01
5.583000000000000000e+04,2.310882783059866330e-01
5.583200000000000000e+04,2.359776899839493847e-01
5.583600000000000000e+04,2.717769616324497983e-01
5.583700000000000000e+04,3.015920875292906755e-01
5.583800000000000000e+04,2.400922039770463923e-01
5.584100000000000000e+04,2.934717920879499342e-01
5.584600000000000000e+04,2.543558405392576383e-01
5.584700000000000000e+04,3.166522254044419893e-01
5.585000000000000000e+04,2.521422982891799447e-01
5.585100000000000000e+04,2.845533058576136809e-01
5.585200000000000000e+04,2.498339549241491153e-01
5.585600000000000000e+04,3.994234743304307944e-01
5.585700000000000000e+04,2.729432238219247076e-01
5.585900000000000000e+04,2.816846785399121367e-01
5.586100000000000000e+04,2.502417924287319018e-01
5.586200000000000000e+04,2.925608281787685505e-01
5.586500000000000000e+04,3.661835883148956139e-01
5.587000000000000000e+04,2.359596100716913336e-01
5.587100000000000000e+04,2.600125686044529316e-01
5.587200000000000000e+04,2.359596100716913336e-01
5.587400000000000000e+04,2.310882783059866330e-01
5.587500000000000000e+04,3.149770076407907848e-01
5.587800000000000000e+04,2.617241167471756058e-01
5.588000000000000000e+04,3.071772263699896199e-01
5.588400000000000000e+04,2.602636657978308343e-01
5.588700000000000000e+04,2.536580884658176105e-01
5.588800000000000000e+04,2.786922787210815988e-01
5.589100000000000000e+04,2.986853831083009503e-01
5.589200000000000000e+04,4.553637187117969276e-01
5.589400000000000000e+04,2.708885967546991735e-01
5.589700000000000000e+04,2.351290541396433564e-01
5.590100000000000000e+04,2.359596100716913336e-01
5.590400000000000000e+04,2.401186600976537300e-01
5.590500000000000000e+04,3.139726211053209259e-01
5.590700000000000000e+04,2.699704371974367967e-01
5.590800000000000000e+04,2.768918361528662775e-01
