4;1;4;4;3;2;3;16.9211;20.4413;0.0;0;0.0;20;1.0;0.0;0.0;0.0;17.3409;15.8267;19.2221;0.726094;5.2574;0.0;19.4838;7.24066;0.0;19.4838;1
6;1;2;4;1;3;3;20.5678;21.4973;19.9713;0;0.0;42;1.0;0.0;0.0;0.0;17.9767;0.0;20.1902;0.907441;17.3634;0.0;21.1778;19.1344;-18.1051;21.1988;1
25;1;2;3;1;1;1;19.4604;19.4604;19.4604;0;0.0;8;1.0;0.0;0.0;0.0;17.0856;16.3422;18.2505;1.03902;14.8776;6.84997;19.912;14.3189;0.0;19.5814;1
42;1;2;4;3;1;5;19.0373;20.4413;0.0;0;0.0;58;1.0;0.0;0.0;0.0;15.6797;-17.9237;18.4219;0.910856;17.8446;0.0;20.4537;19.591;0.0;20.4511;1
60;1;2;2;3;4;1;18.3593;18.3618;18.3568;0;0.0;4;1.0;0.0;0.0;0.0;15.2716;13.8035;16.0614;1.01178;18.3514;17.3806;19.967;18.1377;17.47;18.364;1
61;2;2;3;2;2;1;20.2631;20.6644;19.4604;0;0.0;3;1.0;0.0;0.0;0.0;19.1693;18.3618;20.7844;0.66603;13.7763;0.0;20.6644;20.6842;20.6644;20.7237;1
69;1;2;4;3;4;1;19.4604;19.4604;19.4604;0;0.0;1;1.0;0.0;0.0;0.0;17.1417;17.1417;17.1417;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
70;1;2;2;1;1;1;21.763;21.763;21.763;0;0.0;20;1.0;0.0;0.0;0.0;9.49084;0.0;22.029;2.27416;7.95658;0.0;21.954;3.49869;-14.356;22.029;1
99;1;2;2;1;3;4;13.0444;21.0699;0.0;0;0.0;56;1.0;5.63456;16.7558;0.0;16.1339;0.0;19.7522;0.787203;9.58934;0.0;20.0846;12.1815;0.0;20.9533;1
102;1;2;4;1;4;1;19.4604;19.4604;19.4604;0;0.0;1;1.0;0.0;0.0;0.0;16.7863;16.7863;16.7863;1.00017;18.6997;18.6997;18.6997;18.6966;18.6966;18.6966;1
112;1;2;3;1;2;4;20.1785;21.2522;0.0;0;0.0;22;1.0;6.22975;17.2321;0.0;18.7323;16.424;19.496;0.800032;8.33445;0.0;18.6242;10.4177;0.0;21.3105;1
133;2;2;4;1;1;1;20.1099;20.6644;19.9713;0;0.0;5;1.0;0.0;0.0;0.0;17.6419;17.4875;17.6885;1.15719;18.5042;17.7079;19.4331;15.9906;0.0;20.0053;1
136;2;2;2;1;3;1;19.9713;19.9713;19.9713;0;0.0;4;1.0;0.0;0.0;0.0;16.6088;16.5539;16.6636;1.85772;17.5112;16.0542;18.9682;9.42621;0.0;18.8524;1
151;2;2;3;3;1;4;17.7993;21.0699;0.0;0;0.0;27;1.0;0.407697;11.0078;0.0;17.8126;16.6478;19.1151;1.01253;7.86048;0.0;19.0782;7.76317;0.0;19.0774;1
168;1;2;3;3;2;1;0.0;0.0;0.0;0;0.0;4;1.0;0.0;0.0;0.0;8.60298;0.0;17.3644;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
183;2;4;4;1;2;1;0.0;0.0;0.0;0;0.0;2;1.0;0.0;0.0;0.0;9.03463;0.0;18.0693;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
206;1;2;2;2;1;1;19.4604;19.4604;19.4604;0;0.0;3;1.0;0.0;0.0;0.0;16.8511;16.2374;17.1598;1.36447;17.2828;13.0853;19.9306;12.6663;0.0;19.4588;1
218;2;2;4;1;4;3;19.8495;20.4413;19.055;0;0.0;4;1.0;0.0;0.0;0.0;17.597;16.9463;18.1387;0.922289;13.4393;0.0;20.4415;14.5717;0.0;20.4413;1
226;0;4;3;1;4;3;11.6162;19.9713;0.0;0;0.0;5;1.0;2.19521;10.9761;0.0;17.9373;16.6852;19.0306;2.27965;17.7664;16.0592;18.9883;7.79349;0.0;19.9796;1
