55597;2;2;3;1;4;4.1;6.1;2.1;8.1;6.1;2.1;8.1;3.1;12.1;4.1;3;12.1911;20.4413;0.0;0;0.0;91;1.0;0.353587;16.2902;0.0;16.8102;0.0;21.2698;0.815896;9.33317;0.0;20.6047;11.4392;0.0;20.5563;1;5;0;18.4982;21.638;0.0;10.7102;20.8575;0.0;708.707;2.92171;19.6588;0.0;0.0;0.0;0.0;974.625;0.578985
55598;1;2;2;3;4;2.1;2.1;3.1;4.1;4.1;6.1;8.1;6.1;8.1;12.1;8;16.952;21.2522;0.0;0;0.0;66;1.0;1.27709;16.026;0.0;16.5051;0.0;19.2804;1.05899;15.4732;0.0;21.1491;14.6114;-11.5763;21.2511;0;3;0;18.0033;21.2511;-19.114;15.3415;21.1409;0.0;175.678;0.0;0.0;0.0;0.0;0.0;0.0;1012.54;0.85215
55599;2;2;4;2;1;4.1;8.1;4.1;2.1;8.1;4.1;2.1;8.1;4.1;2.1;2;19.799;22.2739;0.0;0;0.0;9;1.0;0.0;0.0;0.0;19.1925;18.0659;20.0252;1.14909;16.4182;0.0;21.6614;14.2879;-20.8102;21.6599;1;3;0;21.1699;21.7385;18.6643;18.1942;21.7399;0.0;26.7815;0.0;0.0;0.0;0.0;0.0;0.0;163.748;0.859437
55600;2;4;4;3;1;8.1;8.1;6.1;2.1;16.1;12.1;4.1;12.1;4.1;3.1;2;16.3401;19.9713;0.0;0;0.0;11;1.0;0.0;0.0;0.0;17.7315;15.7822;18.6244;1.01571;14.0217;0.0;20.2934;13.8048;0.0;20.066;0;0;0;19.1382;20.066;16.7524;15.7918;20.3773;0.0;36.8104;0.0;0.0;0.0;0.0;0.0;0.0;173.709;0.825145
55601;1;2;3;1;4;2.1;3.1;1.1;4.1;6.1;2.1;8.1;3.1;12.1;4.1;1;0.0;0.0;0.0;0;0.0;3;1.0;0.0;0.0;0.0;17.48;16.1857;18.1479;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;18.8245;19.8376;18.1479;0.0;0.0;0.0;56.4734;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
55603;1;2;3;3;3;2.1;3.1;3.1;3.1;6.1;6.1;6.1;9.1;9.1;9.1;1;19.0996;19.2781;19.055;0;0.0;10;1.0;0.0;0.0;0.0;17.0536;16.8674;17.5878;0.924485;17.6208;17.1579;18.3816;19.0601;18.9886;19.1748;0;0;0;19.0811;19.2841;18.9886;17.6639;18.5933;16.5404;14.1719;0.0;0.0;0.0;0.0;0.0;0.0;176.639;0.925728
55604;1;2;4;3;2;2.1;4.1;3.1;2.1;8.1;6.1;4.1;12.1;8.1;6.1;1;19.9713;19.9713;19.9713;0;0.0;2;1.0;0.0;0.0;0.0;17.2717;16.9251;17.6182;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;19.9208;19.9208;19.9208;0.0;0.0;0.0;39.8416;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
55605;1;2;2;1;2;2.1;2.1;1.1;2.1;4.1;2.1;4.1;2.1;4.1;2.1;1;0.0;0.0;0.0;0;0.0;2;1.0;0.0;0.0;0.0;15.7374;15.5401;15.9347;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;17.3343;18.3617;16.3068;0.0;0.0;0.0;34.6685;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
55606;1;2;3;3;4;2.1;3.1;3.1;4.1;6.1;6.1;8.1;9.1;12.1;12.1;5;9.84606;20.4413;0.0;0;0.0;37;1.0;8.46904;16.5503;0.0;18.2494;16.4975;19.1354;0.916821;15.162;0.0;19.8659;16.5375;0.0;20.7748;2;6;0;20.3315;20.7748;18.7945;16.7519;20.5726;0.0;132.444;0.0;0.0;0.0;0.0;0.0;0.0;619.821;0.82394
55607;2;2;4;4;1;4.1;8.1;8.1;2.1;8.1;8.1;2.1;16.1;4.1;4.1;5;20.5066;21.3063;19.055;0;0.0;150;1.0;0.0;0.0;0.0;17.1779;-19.3074;20.1521;0.899996;17.0561;0.0;21.0259;18.9513;0.0;22.5251;1;6;0;19.977;21.8122;17.3757;19.2139;20.7468;15.3675;114.474;1.91335;18.6008;0.0;0.0;0.0;0.0;2882.08;0.961798
