55597;2;2;3;1;4;3;12.1911;20.4413;0.0;0;0.0;91;1.0;0.353587;16.2902;0.0;16.8102;0.0;21.2698;0.815896;9.33317;0.0;20.6047;11.4392;0.0;20.5563
55598;1;2;2;3;4;8;16.952;21.2522;0.0;0;0.0;66;1.0;1.27709;16.026;0.0;16.5051;0.0;19.2804;1.05899;15.4732;0.0;21.1491;14.6114;-11.5763;21.2511
55599;2;2;4;2;1;2;19.799;22.2739;0.0;0;0.0;9;1.0;0.0;0.0;0.0;19.1925;18.0659;20.0252;1.14909;16.4182;0.0;21.6614;14.2879;-20.8102;21.6599
55600;2;4;4;3;1;2;16.3401;19.9713;0.0;0;0.0;11;1.0;0.0;0.0;0.0;17.7315;15.7822;18.6244;1.01571;14.0217;0.0;20.2934;13.8048;0.0;20.066
55601;1;2;3;1;4;1;0.0;0.0;0.0;0;0.0;3;1.0;0.0;0.0;0.0;17.48;16.1857;18.1479;0.0;0.0;0.0;0.0;0.0;0.0;0.0
55603;1;2;3;3;3;1;19.0996;19.2781;19.055;0;0.0;10;1.0;0.0;0.0;0.0;17.0536;16.8674;17.5878;0.924485;17.6208;17.1579;18.3816;19.0601;18.9886;19.1748
55604;1;2;4;3;2;1;19.9713;19.9713;19.9713;0;0.0;2;1.0;0.0;0.0;0.0;17.2717;16.9251;17.6182;0.0;0.0;0.0;0.0;0.0;0.0;0.0
55605;1;2;2;1;2;1;0.0;0.0;0.0;0;0.0;2;1.0;0.0;0.0;0.0;15.7374;15.5401;15.9347;0.0;0.0;0.0;0.0;0.0;0.0;0.0
55606;1;2;3;3;4;5;9.84606;20.4413;0.0;0;0.0;37;1.0;8.46904;16.5503;0.0;18.2494;16.4975;19.1354;0.916821;15.162;0.0;19.8659;16.5375;0.0;20.7748
55607;2;2;4;4;1;5;20.5066;21.3063;19.055;0;0.0;150;1.0;0.0;0.0;0.0;17.1779;-19.3074;20.1521;0.899996;17.0561;0.0;21.0259;18.9513;0.0;22.5251
55608;1;2;4;3;2;1;19.9713;19.9713;19.9713;0;0.0;4;1.0;0.0;0.0;0.0;17.1559;16.8488;17.9389;1.015;15.1609;0.0;20.694;14.9369;0.0;19.9706
55609;1;2;3;1;4;1;0.0;0.0;0.0;0;0.0;2;1.0;0.0;0.0;0.0;16.2293;16.1526;16.306;0.0;0.0;0.0;0.0;0.0;0.0;0.0
55610;2;2;4;1;3;1;19.4344;19.4604;19.2781;0;0.0;7;1.0;0.0;0.0;0.0;15.3556;14.5428;16.4107;1.19815;18.4635;15.5948;19.5794;15.41;0.0;19.4411
55611;1;2;4;3;2;2;20.4266;20.6644;20.3077;0;0.0;3;1.0;3.69914;11.0974;0.0;18.3651;18.002;18.7308;1.00098;20.4664;19.9623;20.7724;20.4463;19.8787;20.796
55612;1;2;4;3;4;1;0.0;0.0;0.0;0;0.0;5;1.0;0.0;0.0;0.0;18.6748;18.3063;18.9075;0.0;0.0;0.0;0.0;0.0;0.0;0.0
55613;1;2;4;1;4;2;22.3047;22.8045;21.3576;0;0.0;16;1.0;0.0;0.0;0.0;17.1441;0.0;19.7126;1.04054;18.1638;0.0;21.5887;17.4561;-17.2246;21.5887
55614;1;2;4;3;4;1;19.6814;20.3077;19.055;0;0.0;6;1.0;0.0;0.0;0.0;18.0399;17.8428;18.1701;0.896406;15.1347;0.0;18.3416;16.8837;0.0;20.3253
55615;1;2;2;2;2;3;20.4266;21.0699;19.9713;0;0.0;44;1.0;0.0;0.0;0.0;18.3315;17.6677;19.7747;0.861566;14.7242;0.0;20.1978;17.09;0.0;20.5745
55616;1;2;4;1;4;2;14.5953;19.4604;0.0;0;0.0;4;1.0;0.0;0.0;0.0;17.1566;16.4813;18.2812;0.0;0.0;0.0;0.0;0.0;0.0;0.0
55617;1;2;3;3;3;4;12.5285;20.1536;0.0;0;0.0;30;1.0;0.0;0.0;0.0;16.1906;0.0;18.2609;0.852089;9.80107;0.0;19.5856;11.5024;0.0;19.7597
